probename,Probability,foldchange,Representative.Public.ID,UniGene.ID,Gene.Title,Gene.Symbol,,,,
1451793_at,0.999999923,2.130827922,BC021407,Mm.274579,RIKEN cDNA 4930429H24 gene,4930429H24Rik,,,,
1417377_at,0.999999905,2.130729402,NM_018770,---,---,---,,,,
1434832_at,0.999999892,2.129290108,BB364488,Mm.338613,forkhead box O3a,Foxo3a,,,,
1459749_s_at,0.999999823,2.129172187,BB536078,Mm.316210,FAT tumor suppressor homolog 4 (Drosophila),Fat4,,,,
1420380_at,0.999999923,2.128005108,AF065933,Mm.290320,chemokine (C-C motif) ligand 2,Ccl2,,,,
1455827_at,0.999999796,2.127297645,BB003847,Mm.238266,muscleblind-like 2,Mbnl2,,,,
1435450_at,0.999999497,2.126032238,BB398005,Mm.38390,copine III,Cpne3,,,,
1431843_a_at,0.999999932,2.125639938,AK011965,Mm.57043,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon",Nfkbie,,,,
1420502_at,0.999999734,2.125302377,NM_009121,Mm.2734,spermidine/spermine N1-acetyl transferase 1,Sat1,,,,
1435059_at,0.999999931,2.124268484,BM937495,Mm.277236,development and differentiation enhancing,Ddef1,,,,
1458240_at,0.999999896,2.123711952,AV326943,Mm.217216,BAI1-associated protein 1,Baiap1,,,,
1434252_at,0.999999924,2.122900429,BB711990,Mm.23047,transmembrane and coiled coil domains 3,Tmcc3,,,,
1425495_at,0.999999925,2.122333546,BC022935,Mm.16650,zinc finger protein 62,Zfp62,,,,
1422910_s_at,0.999999923,2.122279708,AU022584,Mm.173953,SMC6 structural maintenance of chromosomes 6-like 1 (yeast),Smc6l1,,,,
1454610_at,0.999999802,2.121822197,BI689183,Mm.270259,septin 7,7-Sep,,,,
1449020_at,0.999999894,2.121172557,NM_023564,Mm.28874,phospholipid scramblase 3,Plscr3,,,,
1427090_at,0.999999925,2.120620425,BC026763,Mm.212022,"zinc finger, BED domain containing 4",Zbed4,,,,
1456698_s_at,0.99999992,2.120485668,BB711246,Mm.195310,heterogeneous nuclear ribonucleoprotein D-like,Hnrpdl,,,,
1436157_at,0.999999754,2.12020919,AW538049,Mm.196371,cell division cycle and apoptosis regulator 1,Ccar1,,,,
1435771_at,0.999999924,2.120207135,BM730668,Mm.38009,"phospholipase C, beta 4",Plcb4,,,,
1436836_x_at,0.999999143,2.119059455,BB724741,Mm.275555,"calponin 3, acidic",Cnn3,,,,
1435463_s_at,0.99999987,2.117966068,C76327,Mm.151948,myosin ID,Myo1d,,,,
1428368_at,0.9999999,2.116064041,BM213829,Mm.28507,Rho GTPase activating protein 21,Arhgap21,,,,
1437463_x_at,0.999999828,2.114414137,BB532080,Mm.14455,"transforming growth factor, beta induced",Tgfbi,,,,
1427318_s_at,0.99999989,2.113969682,BI555209,Mm.220982,"dysferlin /// fer-1-like 3, myoferlin (C. elegans)",Dysf /// Fer1l3,,,,
1422045_a_at,0.999999714,2.113663196,X63440,Mm.319117,"protein tyrosine phosphatase, non-receptor type 12",Ptpn12,,,,
1438634_x_at,0.99999962,2.112474081,BB105164,Mm.271967,LIM and SH3 protein 1,Lasp1,,,,
1434080_at,0.999999783,2.112311111,BG064927,Mm.86453,AE binding protein 2,Aebp2,,,,
1429114_at,0.999999897,2.112021461,AV276619,Mm.27120,SEC14 and spectrin domains 1,Sestd1,,,,
1416236_a_at,0.999999775,2.111803209,BC015076,Mm.33240,epithelial V-like antigen 1,Eva1,,,,
1460361_at,0.999999903,2.111258074,BC024953,Mm.275511,RIKEN cDNA 5033414D02 gene,5033414D02Rik,,,,
1453266_at,0.999999896,2.110616815,BB767069,---,zinc finger and BTB domain containing 4,Zbtb4,,,,
1455900_x_at,0.999999647,2.110309059,BB041811,Mm.330731,"transglutaminase 2, C polypeptide",Tgm2,,,,
1460241_a_at,0.999999644,2.108809304,BB829192,Mm.38248,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",St3gal5,,,,
1448361_at,0.999999815,2.108031124,BB833716,Mm.213408,tetratricopeptide repeat domain 3,Ttc3,,,,
1426221_at,0.999999676,2.10778387,BC004727,Mm.290950,"loss of heterozygosity, 11, chromosomal region 2, gene A homolog (human)",Loh11cr2a,,,,
1436841_at,0.999999762,2.106062671,AV229336,Mm.170855,RIKEN cDNA B230380D07 gene,B230380D07Rik,,,,
1450054_at,0.999999602,2.105983691,BF140063,Mm.289106,adducin 1 (alpha),Add1,,,,
1416469_at,0.999999747,2.105409935,BB705823,Mm.92659,leucine zipper protein 1,Luzp1,,,,
1428237_at,0.999999624,2.105144898,BI689227,---,RIKEN cDNA 2700059D21 gene,2700059D21Rik,,,,
1417702_a_at,0.99999979,2.104106414,NM_080462,Mm.33120,histamine N-methyltransferase,Hnmt,,,,
1418443_at,0.999999636,2.103581965,BC025628,Mm.217547,"exportin 1, CRM1 homolog (yeast)",Xpo1,,,,
1415984_at,0.99999814,2.102661783,NM_007382,Mm.10530,"acetyl-Coenzyme A dehydrogenase, medium chain",Acadm,,,,
1430522_a_at,0.999999701,2.102149883,AK009266,Mm.42184,vesicle-associated membrane protein 5,Vamp5,,,,
1426918_at,0.999999552,2.099550346,BM120341,Mm.263396,integrin beta 1 (fibronectin receptor beta),Itgb1,,,,
1428885_at,0.999999476,2.099510356,AK004030,Mm.273958,synaptogyrin 2 /// arylformamidase,Syngr2 /// Afmid,,,,
1449731_s_at,0.999999595,2.098399138,AI462015,---,---,---,,,,
1442095_at,0.999999862,2.097974112,BB528113,Mm.277103,RIKEN cDNA C230079D11 gene,C230079D11Rik,,,,
1455100_at,0.999999421,2.097492468,AI891467,Mm.262635,"aldo-keto reductase family 1, member D1",Akr1d1,,,,
1434203_at,0.999999846,2.0974197,BF682848,Mm.256058,cDNA sequence BC055107,BC055107,,,,
1433842_at,0.999999615,2.09700087,BG069059,Mm.45039,leucine rich repeat (in FLII) interacting protein 1,Lrrfip1,,,,
1424252_at,0.99999972,2.096471714,BC021374,Mm.195310,heterogeneous nuclear ribonucleoprotein D-like,Hnrpdl,,,,
1418697_at,0.999996708,2.096414654,NM_009349,Mm.299,indolethylamine N-methyltransferase,Inmt,,,,
1428239_at,0.99999986,2.095821593,AK013354,Mm.260201,ankyrin repeat domain 16,Ankrd16,,,,
1426239_s_at,0.999999753,2.095782985,BC016642,---,---,---,,,,
1424456_at,0.999999734,2.095763895,BC009088,Mm.4341,poliovirus receptor-related 2,Pvrl2,,,,
1437046_x_at,0.999999018,2.095022227,AI639566,Mm.279287,RIKEN cDNA 4930504E06 gene,4930504E06Rik,,,,
1417811_at,0.999999472,2.094417284,NM_133221,Mm.291070,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 6",Slc24a6,,,,
1418719_at,0.999999837,2.093895439,NM_029621,Mm.27355,RIKEN cDNA 2410004L22 gene,2410004L22Rik,,,,
1447977_x_at,0.999999816,2.093665365,C77009,---,---,---,,,,
1431175_at,0.999999588,2.09355331,BE630331,Mm.183003,RIKEN cDNA 1810019D21 gene,1810019D21Rik,,,,
1437241_at,0.999999736,2.093507801,BB137387,Mm.9616,TGFB inducible early growth response 3,Tieg3,,,,
1453993_a_at,0.999999565,2.092946725,AK014659,Mm.159777,"BCL2/adenovirus E1B 19kDa-interacting protein 1, NIP2",Bnip2,,,,
1452884_at,0.999999767,2.091605771,AK012092,Mm.324474,"splicing factor, arginine/serine-rich 2, interacting protein",Sfrs2ip,,,,
1422557_s_at,0.99999683,2.090056418,NM_013602,Mm.192991,metallothionein 1,Mt1,,,,
1420310_at,0.999999798,2.090019368,BG083989,---,---,---,,,,
1417195_at,0.999999816,2.089758387,NM_133791,Mm.235074,"DNA segment, Chr 8, ERATO Doi 594, expressed",D8Ertd594e,,,,
1425718_a_at,0.999999099,2.089582824,BC004092,Mm.33764,influenza virus NS1A binding protein,Ivns1abp,,,,
1418663_at,0.99999968,2.088923498,AK019164,Mm.153039,multiple PDZ domain protein,Mpdz,,,,
1428437_at,0.999999807,2.08809234,BI662680,Mm.276503,RIKEN cDNA 2700023B17 gene,2700023B17Rik,,,,
1456046_at,0.999999752,2.087493543,AV319144,Mm.681,"complement component 1, q subcomponent, receptor 1",C1qr1,,,,
1449677_s_at,0.999999219,2.086531507,C77858,Mm.27184,transmembrane protein 38B,Tmem38b,,,,
1417500_a_at,0.999998809,2.086435999,BC016492,Mm.330731,"transglutaminase 2, C polypeptide",Tgm2,,,,
1431593_a_at,0.999999275,2.085697094,AK003757,Mm.287981,leukocyte receptor cluster (LRC) member 5,Leng5,,,,
1422638_s_at,0.999999696,2.085020862,NM_018750,Mm.248291,Ras association (RalGDS/AF-6) domain family 5,Rassf5,,,,
1434446_at,0.999999167,2.084400034,BM206023,Mm.328637,RIKEN cDNA D630014A15 gene,D630014A15Rik,,,,
1428021_at,0.999999618,2.083594293,BI155184,Mm.137327,methylcrotonoyl-Coenzyme A carboxylase 2 (beta),Mccc2,,,,
1421027_a_at,0.999999807,2.083088977,AI595932,Mm.24001,myocyte enhancer factor 2C,Mef2c,,,,
1441947_x_at,0.999999718,2.082287135,BB327032,Mm.219459,cDNA sequence BC033915,BC033915,,,,
1426878_at,0.999999746,2.081925022,AK020971,Mm.27913,RIKEN cDNA 2610016F04 gene,2610016F04Rik,,,,
1448199_at,0.999999772,2.081437559,NM_133971,Mm.12459,ankyrin repeat domain 10,Ankrd10,,,,
1439495_at,0.999999749,2.080430787,BB476293,Mm.132178,RIKEN cDNA 4933407H18 gene,4933407H18Rik,,,,
1434084_at,0.999999619,2.080038817,BF142017,Mm.130721,RIKEN cDNA 5730601F06 gene,5730601F06Rik,,,,
1449168_a_at,0.999999703,2.07983722,BC003735,Mm.348266,A kinase (PRKA) anchor protein 2,Akap2,,,,
1421519_a_at,0.999999763,2.078194055,NM_023266,Mm.358812,zinc finger protein 120,Zfp120,,,,
1425155_x_at,0.999999765,2.077584389,M21149,Mm.795,colony stimulating factor 1 (macrophage),Csf1,,,,
1434599_a_at,0.99999976,2.077185223,BB758095,Mm.104744,tight junction protein 2,Tjp2,,,,
1451663_a_at,0.999999634,2.076830015,AF220019,Mm.29290,tripartite motif protein 3,Trim3,,,,
1425362_at,0.999999693,2.073829932,BC003330,Mm.260869,HIV-1 Rev binding protein-like,Hrbl,,,,
1437875_at,0.999999564,2.073103358,AV328403,---,---,---,,,,
1439638_at,0.999999617,2.07302566,BB336138,Mm.277354,Erbb2 interacting protein,Erbb2ip,,,,
1459661_at,0.9999997,2.072596245,AW492955,---,expressed sequence AW492955,AW492955,,,,
1455112_at,0.999999699,2.072111384,BB772185,Mm.286309,apoptosis-inducing factor (AIF)-like mitochondrion-associated inducer of death,Amid,,,,
1437632_at,0.999999532,2.071612364,BG921306,Mm.361978,Transcribed locus,---,,,,
1419589_at,0.99999963,2.071200048,BB039247,Mm.681,"complement component 1, q subcomponent, receptor 1",C1qr1,,,,
1434205_at,0.999999549,2.071186397,BM247370,Mm.240396,"protein phosphatase 2, regulatory subunit B (B56), gamma isoform",Ppp2r5c,,,,
1448673_at,0.999998848,2.071081507,NM_021495,Mm.328072,poliovirus receptor-related 3,Pvrl3,,,,
1418942_at,0.999999715,2.06947716,NM_026319,Mm.240619,coiled-coil domain containing 2,Ccdc2,,,,
1443088_at,0.99999972,2.068983533,BB420529,---,RIKEN cDNA 9930031P18 gene,9930031P18Rik,,,,
1435079_at,0.999999718,2.068977974,BB767442,Mm.100117,RIKEN cDNA 5730406M06 gene,5730406M06Rik,,,,
1450414_at,0.999999714,2.068642214,BC023427,Mm.144089,"platelet derived growth factor, B polypeptide",Pdgfb,,,,
1423739_x_at,0.999996112,2.068380526,U15571,Mm.19133,amyloid beta (A4) precursor-like protein 2,Aplp2,,,,
1453011_at,0.999999442,2.068328079,AK007603,Mm.45121,dehydrogenase/reductase (SDR family) member 6,Dhrs6,,,,
1438666_at,0.999999617,2.067174992,BB534423,Mm.35116,expressed sequence AI194318,AI194318,,,,
1416868_at,0.999999172,2.067118469,BC027026,Mm.1912,"cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)",Cdkn2c,,,,
1428375_at,0.999999704,2.066722721,AK015136,Mm.116284,RIKEN cDNA 4932415G12 gene,4932415G12Rik,,,,
1420913_at,0.999998302,2.066555315,NM_033314,Mm.207106,"solute carrier organic anion transporter family, member 2a1",Slco2a1,,,,
1428953_at,0.999999283,2.065314841,AK015501,Mm.272336,"zinc finger, A20 domain containing 1",Za20d1,,,,
1450760_a_at,0.999999678,2.063241063,BB020556,Mm.39999,"inhibitor of growth family, member 3",Ing3,,,,
1452714_at,0.999999646,2.063159729,AK004560,Mm.27917,RIKEN cDNA 1200003E16 gene,1200003E16Rik,,,,
1450896_at,0.999999552,2.063101674,BM248774,Mm.35059,Rho GTPase activating protein 5,Arhgap5,,,,
1451041_at,0.999999557,2.062199554,BB761686,Mm.276024,Rho-associated coiled-coil forming kinase 2,Rock2,,,,
1424769_s_at,0.999995295,2.06127115,BI248947,Mm.308134,caldesmon 1,Cald1,,,,
1450641_at,0.999999247,2.060051511,M24849,Mm.268000,vimentin,Vim,,,,
1425815_a_at,0.999999618,2.059775829,BC021427,Mm.116997,hyaluronan mediated motility receptor (RHAMM),Hmmr,,,,
1417104_at,0.999999532,2.059472831,BC001999,Mm.20829,epithelial membrane protein 3,Emp3,,,,
1437347_at,0.999999101,2.059067474,BF100813,Mm.229532,endothelin receptor type B,Ednrb,,,,
1455158_at,0.999999212,2.058433493,BI664675,Mm.57035,integrin alpha 3,Itga3,,,,
1437113_s_at,0.999999308,2.058064425,BM228590,Mm.212039,phospholipase D1,Pld1,,,,
1425477_x_at,0.999999513,2.056627666,M15848,Mm.254067,"histocompatibility 2, class II antigen A, beta 1 /// response to metastatic cancers 1",H2-Ab1 /// Rmcs1,,,,
1423641_s_at,0.999999047,2.0562494,BC006021,Mm.272551,"CCR4-NOT transcription complex, subunit 7",Cnot7,,,,
1422576_at,0.999998123,2.055920466,NM_016843,Mm.248906,spinocerebellar ataxia 10 homolog (human),Sca10,,,,
1434148_at,0.999999574,2.055660605,BB364520,Mm.4269,transcription factor 4,Tcf4,,,,
1426541_a_at,0.99999894,2.055651671,BF168366,Mm.41423,RIKEN cDNA 2310067E08 gene,2310067E08Rik,,,,
1455024_at,0.999998829,2.055290864,AV269836,Mm.136511,tousled-like kinase 1,Tlk1,,,,
1423731_at,0.999998106,2.055046913,BC013548,Mm.82139,"aldehyde dehydrogenase 16 family, member A1",Aldh16a1,,,,
1415919_at,0.999999394,2.055036833,NM_008721,Mm.1131,"neural proliferation, differentiation and control gene 1",Npdc1,,,,
1460218_at,0.99999928,2.05464552,NM_013706,Mm.24130,CD52 antigen,Cd52,,,,
1416859_at,0.999999034,2.054153457,NM_013902,Mm.28480,FK506 binding protein 3,Fkbp3,,,,
1433757_a_at,0.999999445,2.054109151,BB025231,Mm.298728,nischarin,Nisch,,,,
1417295_at,0.999999185,2.053751714,NM_054081,Mm.212577,metastasis associated 1,Mta1,,,,
1416860_s_at,0.99999917,2.053464606,BC016573,Mm.25709,"inhibitor of growth family, member 1",Ing1,,,,
1418432_at,0.999999281,2.053210449,AK005226,Mm.26135,calcium binding protein 39,Cab39,,,,
1422076_at,0.999999523,2.053000816,AA571017,Mm.219001,peroxisomal acyl-CoA thioesterase 2B,MGI:2159621,,,,
1425214_at,0.999999556,2.052787902,BC027331,Mm.235193,"pyrimidinergic receptor P2Y, G-protein coupled, 6",P2ry6,,,,
1438653_x_at,0.999995716,2.052676382,AV309164,Mm.248906,spinocerebellar ataxia 10 homolog (human),Sca10,,,,
1437687_x_at,0.999998504,2.052314689,BB026630,Mm.20943,FK506 binding protein 9,Fkbp9,,,,
1434108_at,0.999999469,2.051007902,BM250164,Mm.250262,F-box protein 11,Fbxo11,,,,
1443522_s_at,0.999999499,2.049217923,BM221262,Mm.221688,pleckstrin homology domain interacting protein,Phip,,,,
1447234_s_at,0.999999408,2.048191533,AU018928,Mm.28240,sorting nexin 6,Snx6,,,,
1454635_at,0.999998971,2.046413024,BB321995,Mm.214746,F-box and leucine-rich repeat protein 3,Fbxl3,,,,
1437668_at,0.999999512,2.04620608,BB543291,Mm.269254,chemokine (C-C motif) receptor-like 1,Ccrl1,,,,
1456540_s_at,0.999998947,2.04600044,BB297632,Mm.247007,myotubularin related protein 6,Mtmr6,,,,
1454803_a_at,0.999998609,2.045084787,BB183559,Mm.206218,histone deacetylase 11,Hdac11,,,,
1423729_a_at,0.999996223,2.044946176,BC005559,Mm.333157,RIKEN cDNA 2500002L14 gene,2500002L14Rik,,,,
1419280_at,0.999999488,2.044362474,AK012196,Mm.313977,"phosphatidylinositol-4-phosphate 5-kinase, type II, alpha",Pip5k2a,,,,
1436779_at,0.999999408,2.044136488,AV373944,Mm.200362,"cytochrome b-245, beta polypeptide",Cybb,,,,
1426349_s_at,0.999999106,2.043969161,AA153892,Mm.159684,thymopoietin,Tmpo,,,,
1416536_at,0.999999481,2.043952307,NM_023431,Mm.273418,melanoma associated antigen (mutated) 1,Mum1,,,,
1460004_x_at,0.999999351,2.04317069,BB492711,Mm.66264,syntaxin 6,Stx6,,,,
1452347_at,0.999998737,2.042642874,AV255689,Mm.132788,myocyte enhancer factor 2A,Mef2a,,,,
1426165_a_at,0.999999453,2.042481845,D86352,Mm.34405,"caspase 3, apoptosis related cysteine protease",Casp3,,,,
1450986_at,0.999999342,2.040619975,BB729616,Mm.220367,nucleolar protein 5,Nol5,,,,
1437711_x_at,0.999997137,2.038891048,BB519474,Mm.34102,"ornithine decarboxylase, structural 1 /// similar to Ornithine decarboxylase (ODC) /// similar to Ornithine decarboxylase (ODC)",Odc1 /// LOC545783 /// LOC546355,,,,
1424334_at,0.999999409,2.038105733,BC010346,Mm.32883,tetraspanin 17,Tspan17,,,,
1422733_at,0.999999252,2.037772103,AV230815,Mm.29730,four jointed box 1 (Drosophila),Fjx1,,,,
1448471_a_at,0.999999396,2.037705278,NM_007796,Mm.358584,cytotoxic T lymphocyte-associated protein 2 alpha,Ctla2a,,,,
1437735_at,0.999999189,2.03765359,AV309184,Mm.207499,"protein phosphatase 1, regulatory (inhibitor) subunit 12A",Ppp1r12a,,,,
1418984_at,0.99999905,2.037189097,AV287690,Mm.90218,InaD-like (Drosophila),Inadl,,,,
1448617_at,0.999998461,2.037123145,NM_007651,Mm.316861,CD53 antigen,Cd53,,,,
1459632_at,0.999999179,2.035909893,BM206467,Mm.311912,Cysteine-rich motor neuron 1,Crim1,,,,
1459823_at,0.999999377,2.035802856,AV222756,Mm.367171,EH-domain containing 2,Ehd2,,,,
1424443_at,0.999998909,2.035713667,AV378394,Mm.221412,transmembrane 6 superfamily member 1,Tm6sf1,,,,
1454673_at,0.9999972,2.035471319,BM207372,Mm.23566,"WAS protein family, member 2",Wasf2,,,,
1419857_at,0.999999368,2.035188908,AA254866,Mm.4533,Hypothetical LOC403343,Apoa4,,,,
1457670_s_at,0.999999128,2.035069614,AV238225,Mm.243014,lamin A,Lmna,,,,
1452163_at,0.999998559,2.034149543,BB151715,Mm.292415,"E26 avian leukemia oncogene 1, 5' domain",Ets1,,,,
1425486_s_at,0.999998223,2.033891629,BC020019,Mm.247007,myotubularin related protein 6,Mtmr6,,,,
1444040_at,0.999999336,2.033668128,AV370380,Mm.358662,leukocyte-associated Ig-like receptor 1,Lair1,,,,
1452176_at,0.999998565,2.033592937,BB292874,Mm.255398,nucleoporin 153,Nup153,,,,
1437154_at,0.999999203,2.033403284,BB667247,Mm.12067,RIKEN cDNA 4933426L22 gene,4933426L22Rik,,,,
1452418_at,0.999995114,2.033256336,BF719154,Mm.332931,RIKEN cDNA 1200016E24 gene,1200016E24Rik,,,,
1416635_at,0.999996483,2.033203486,NM_020561,Mm.2379,"sphingomyelin phosphodiesterase, acid-like 3A",Smpdl3a,,,,
1454840_at,0.999996972,2.03304742,BB548059,Mm.137327,methylcrotonoyl-Coenzyme A carboxylase 2 (beta),Mccc2,,,,
1416051_at,0.999993155,2.03289882,NM_013484,Mm.283217,complement component 2 (within H-2S),C2,,,,
1433856_at,0.999999028,2.032239837,AW555814,Mm.220817,expressed sequence AW555814,AW555814,,,,
1416514_a_at,0.99999928,2.03169242,NM_007984,Mm.289707,"fascin homolog 1, actin bundling protein (Strongylocentrotus) purpuratus)",Fscn1,,,,
1424049_at,0.999998002,2.030022225,BC027203,Mm.29681,leucine rich repeat containing 42,Lrrc42,,,,
1450897_at,0.999997439,2.02974976,BM248774,Mm.35059,Rho GTPase activating protein 5,Arhgap5,,,,
1450355_a_at,0.999999246,2.029221413,NM_007599,Mm.18626,"capping protein (actin filament), gelsolin-like",Capg,,,,
1440250_at,0.999999245,2.029141544,BM121658,Mm.347711,RIKEN cDNA E130010M05 gene,E130010M05Rik,,,,
1423465_at,0.999998049,2.029032024,BB032852,Mm.66293,stromal cell derived factor receptor 2,Sdfr2,,,,
1452192_at,0.99999906,2.029007192,BM502329,Mm.334561,cDNA sequence BC053440,BC053440,,,,
1419186_a_at,0.999999259,2.028620714,NM_009183,Mm.306228,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4",St8sia4,,,,
1418546_a_at,0.99999887,2.027857095,NM_029682,Mm.130952,RIKEN cDNA 1700095N21 gene,1700095N21Rik,,,,
1459981_s_at,0.999999236,2.027828291,AV240926,Mm.29366,"rosbin, round spermatid basic protein 1",Rsbn1,,,,
1425534_at,0.999999188,2.026678309,AJ244015,Mm.216257,staufen (RNA binding protein) homolog 2 (Drosophila),Stau2,,,,
1448448_a_at,0.999997301,2.02595995,NM_007692,Mm.227738,choline kinase beta,Chkb,,,,
1448306_at,0.999998045,2.025401522,NM_010907,Mm.170515,"nuclear factor of kappa light chain gene enhancer in B-cells inhibitor, alpha",Nfkbia,,,,
1452649_at,0.999994575,2.025338965,AK003859,Mm.192580,reticulon 4,Rtn4,,,,
1423846_x_at,0.999989785,2.02525135,BC008117,Mm.324696,"tubulin, alpha 2",Tuba2,,,,
1415872_at,0.999996436,2.021597317,NM_021510,Mm.21740,heterogeneous nuclear ribonucleoprotein H1,Hnrph1,,,,
1449184_at,0.999998989,2.021058827,NM_009402,Mm.21855,peptidoglycan recognition protein 1,Pglyrp1,,,,
1448184_at,0.999996597,2.020436663,AF483488,Mm.278458,FK506 binding protein 1a,Fkbp1a,,,,
1451794_at,0.999998916,2.019641334,BC026867,Mm.23047,transmembrane and coiled coil domains 3,Tmcc3,,,,
1434561_at,0.999998029,2.019425911,BI648411,Mm.330677,additional sex combs like 1 (Drosophila),Asxl1,,,,
1426677_at,0.999997879,2.018682119,BM233746,Mm.295533,"filamin, alpha",Flna,,,,
1430418_at,0.999999009,2.018052615,AK020354,Mm.99793,transmembrane protein 57,Tmem57,,,,
1457056_at,0.999997998,2.017950995,BE956461,Mm.36278,Formiminotransferase cyclodeaminase,Ftcd,,,,
1455454_at,0.99999797,2.017317171,BG073853,Mm.22832,"aldo-keto reductase family 1, member C19",Akr1c19,,,,
1450769_s_at,0.999994476,2.01638782,BI076697,Mm.357953,StAR-related lipid transfer (START) domain containing 5,Stard5,,,,
1436893_a_at,0.999996802,2.0162533,BE288026,Mm.260635,membrane-associated ring finger (C3HC4) 7,7-Mar,,,,
1429201_at,0.999998791,2.016133575,AK013508,Mm.24282,cylindromatosis (turban tumor syndrome),Cyld,,,,
1427883_a_at,0.999994747,2.015864405,AW550625,Mm.249555,"procollagen, type III, alpha 1",Col3a1,,,,
1452870_at,0.999998909,2.015104697,AK018076,Mm.220289,apoptotic protease activating factor 1,Apaf1,,,,
1443779_s_at,0.999997699,2.013536154,BB239253,Mm.13144,RIKEN cDNA A630025C20 gene,A630025C20Rik,,,,
1449126_at,0.999998859,2.011988373,NM_011764,Mm.295582,zinc finger protein 90,Zfp90,,,,
1458370_at,0.999998368,2.010665199,BM234405,Mm.281490,BMP2 inducible kinase,Bmp2k,,,,
1424438_a_at,0.999996535,2.010471628,BF228243,Mm.4756,leptin receptor overlapping transcript,Leprot,,,,
1453473_a_at,0.999996289,2.010103239,BG094946,Mm.1948,t-complex testis expressed 1,Tctex1,,,,
1438258_at,0.999998468,2.008758832,BE647363,Mm.4141,very low density lipoprotein receptor,Vldlr,,,,
1418010_a_at,0.999994491,2.008727791,BB221842,Mm.271775,SH3-domain GRB2-like B1 (endophilin),Sh3glb1,,,,
1448117_at,0.999998714,2.006920989,BB815530,Mm.45124,kit ligand,Kitl,,,,
1433756_at,0.999998244,2.006750003,BI452674,Mm.172064,RIKEN cDNA 4930429A08 gene,4930429A08Rik,,,,
1434366_x_at,0.999996889,2.005492182,AW227993,Mm.2570,"complement component 1, q subcomponent, beta polypeptide",C1qb,,,,
1426934_at,0.999998445,2.004297122,BC013565,Mm.297971,NHS-like 1,Nhsl1,,,,
1426460_a_at,0.999994156,2.003288935,AI788759,Mm.28877,UDP-glucose pyrophosphorylase 2,Ugp2,,,,
1427040_at,0.999994321,2.003089695,U13371,Mm.1314,MyoD family inhibitor domain containing,Mdfic,,,,
1419270_a_at,0.999998591,2.002948928,AF091101,Mm.282499,deoxyuridine triphosphatase,Dut,,,,
1451777_at,0.999998556,2.002535407,BC013672,Mm.275233,cDNA sequence BC013672,BC013672,,,,
1421525_a_at,0.999998573,2.002173191,NM_010870,Mm.290476,baculoviral IAP repeat-containing 1e,Birc1e,,,,
1426671_a_at,0.999996049,2.002095464,BG862129,Mm.153895,"RNA-binding region (RNP1, RRM) containing 2",Rnpc2,,,,
1437105_at,0.999998452,2.001215313,BM246184,Mm.288602,"jumonji, AT rich interactive domain 1A (Rbp2 like)",Jarid1a,,,,
1420827_a_at,0.999996186,2.000483919,BG065754,Mm.2103,cyclin G1,Ccng1,,,,
